room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
15512507,1311,245652,Shared room,,Vancouver BC,,Fairview,4,5.0,2,1.0,,20.0,,2017-06-11 19:52:05.097026,49.259966,-123.116859,0101000020E610000092CF2B9E7AC75EC03509DE9046A14840
13840090,1311,66396406,Shared room,,Vancouver BC,,Hastings-Sunrise,1,0.0,1,1.0,,20.0,,2017-06-11 19:52:05.092889,49.266335,-123.036799,0101000020E6100000A26131EA5AC25EC0DC63E94317A24840
13671800,1311,65241382,Shared room,,Vancouver BC,,West End,25,4.5,1,1.0,,38.0,,2017-06-11 19:52:05.089558,49.282133,-123.130476,0101000020E61000006D3A02B859C85EC0AA0F24EF1CA44840
18191035,1311,38029432,Shared room,,Vancouver BC,,Downtown,7,5.0,1,1.0,,38.0,,2017-06-11 19:52:05.083934,49.2782,-123.125866,0101000020E61000006A6B44300EC85EC0A4DFBE0E9CA34840
15289838,1311,97120592,Shared room,,Vancouver BC,,Hastings-Sunrise,7,5.0,2,1.0,,31.0,,2017-06-11 19:52:05.080504,49.271823,-123.036548,0101000020E6100000FD2E6CCD56C25EC07AA69718CBA24840
15929191,1311,2147373,Shared room,,Vancouver BC,,West End,12,4.5,2,1.0,,38.0,,2017-06-11 19:52:05.073927,49.282285,-123.127174,0101000020E6100000B2B96A9E23C85EC0609335EA21A44840
17975269,1311,114361161,Shared room,,Vancouver BC,,Grandview-Woodland,5,5.0,2,1.0,,20.0,,2017-06-11 19:52:03.689434,49.263096,-123.07456,0101000020E6100000BF654E97C5C45EC0ADDA3521ADA14840
2163742,1311,5656886,Shared room,,Vancouver BC,,Grandview-Woodland,59,5.0,2,1.0,,38.0,,2017-06-11 19:52:03.681015,49.263159,-123.074236,0101000020E6100000E50B5A48C0C45EC0F452B131AFA14840
8370551,1311,44117379,Shared room,,Vancouver BC,,Marpole,20,5.0,1,1.0,,23.0,,2017-06-11 19:52:03.672304,49.206929,-123.129577,0101000020E6100000155454FD4AC85EC008CC43A67C9A4840
18093886,1311,124616361,Shared room,,Vancouver BC,,Kitsilano,2,0.0,1,1.0,,38.0,,2017-06-11 19:52:03.664293,49.271567,-123.157196,0101000020E6100000F8C3CF7F0FCA5EC01FD61BB5C2A24840
8564850,1311,16077539,Shared room,,Vancouver BC,,Kitsilano,9,4.5,2,1.0,,34.0,,2017-06-11 19:52:03.642069,49.266168,-123.159384,0101000020E61000005DE0F25833CA5EC0F19E03CB11A24840
